Unnamed: 0,age,workClass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
1683,33,Self-emp-not-inc,100580,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,0,0,10,United-States,0
23436,50,Private,160572,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3137,0,47,United-States,0
25713,32,Private,183304,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,99,United-States,1
127,31,Private,114937,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,1
13362,27,Private,22422,Some-college,10,Never-married,Sales,Other-relative,White,Male,0,0,40,United-States,0
22270,19,Private,216937,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,Other,Female,0,0,60,Guatemala,0
15899,31,Private,156192,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
13324,38,Private,49115,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,1
7147,26,Private,272865,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
10344,25,Private,264300,Assoc-voc,11,Never-married,Prof-specialty,Own-child,White,Female,0,0,36,United-States,0
6657,18,Private,214617,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,30,United-States,0
10359,32,Private,183811,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,2829,0,40,United-States,0
12032,39,Private,66687,Some-college,10,Separated,Craft-repair,Unmarried,White,Male,0,0,45,United-States,0
14879,51,Local-gov,97005,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0
19498,58,Federal-gov,129786,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
3632,23,Private,124971,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,0
4349,53,Private,114758,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,65,United-States,1
10279,45,Private,167381,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0,0,32,United-States,0
5001,47,Private,122194,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
29741,50,Private,22211,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,50,United-States,1
29917,33,Private,554206,Some-college,10,Never-married,Tech-support,Not-in-family,Black,Male,0,0,40,Philippines,0
841,35,Private,135162,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,0
26381,59,Private,316027,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,45,Cuba,0
31247,53,,155233,12th,8,Married-civ-spouse,,Wife,White,Female,0,0,40,Italy,0
4977,55,Private,414994,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
4565,55,Private,80445,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
2351,33,Private,29144,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,1
3361,29,Private,194869,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,35,United-States,0
15069,39,Private,410509,HS-grad,9,Divorced,Handlers-cleaners,Unmarried,White,Male,0,0,40,United-States,0
3267,32,Private,30433,Bachelors,13,Never-married,Tech-support,Other-relative,White,Female,0,0,72,United-States,0
26643,40,Local-gov,202872,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,1
13144,37,Private,194004,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,25,United-States,0
18600,33,,192644,HS-grad,9,Never-married,,Not-in-family,White,Male,0,0,40,United-States,0
20057,57,Local-gov,47392,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
4406,19,Private,406078,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,25,United-States,0
10876,59,Private,195176,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,72,United-States,0
3456,22,,113175,Some-college,10,Never-married,,Own-child,White,Female,0,0,20,United-States,0
25549,67,State-gov,239705,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,12,,0
9897,76,Private,93125,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,1424,0,24,United-States,0
30033,31,Private,342019,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0
14320,49,Private,148549,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,1
29339,44,Private,222635,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,0
14109,26,Self-emp-not-inc,192652,Some-college,10,Never-married,Exec-managerial,Unmarried,White,Male,0,0,15,United-States,0
2705,37,Private,188279,HS-grad,9,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,40,Thailand,0
5641,58,Private,104476,Some-college,10,Separated,Adm-clerical,Not-in-family,White,Female,0,1092,40,United-States,0
5592,32,Self-emp-not-inc,46746,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,65,United-States,0
11106,46,Private,383384,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0
20052,35,Private,87556,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,1
15011,20,Private,216889,Some-college,10,Never-married,Protective-serv,Own-child,White,Male,0,0,40,United-States,0
26595,38,Private,165930,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
4947,40,Private,215479,HS-grad,9,Never-married,Other-service,Other-relative,Black,Male,0,0,40,United-States,0
17034,21,Private,129980,9th,5,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,0
21496,23,Federal-gov,41031,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,35,United-States,0
17605,29,Private,95465,HS-grad,9,Never-married,Tech-support,Not-in-family,White,Male,0,0,42,United-States,0
1254,42,Self-emp-inc,202466,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,45,United-States,1
3045,38,Local-gov,202027,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
30858,33,Private,65278,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
6679,63,,198559,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,16,United-States,0
15150,23,Private,224115,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,30,United-States,0
15308,23,Private,126945,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,25,United-States,0
27136,58,Self-emp-not-inc,131991,Bachelors,13,Never-married,Farming-fishing,Own-child,White,Male,0,0,72,United-States,0
13980,46,State-gov,114396,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
5345,39,Private,172718,Some-college,10,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States,0
9634,25,Private,191803,Assoc-acdm,12,Never-married,Tech-support,Not-in-family,White,Male,0,0,13,,0
30670,50,Private,205100,7th-8th,4,Married-civ-spouse,Other-service,Wife,White,Female,0,0,35,,0
29105,33,Private,241885,Some-college,10,Separated,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,0
20241,65,State-gov,215908,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,2174,40,United-States,1
18729,37,Private,126569,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,40,United-States,1
11127,44,Private,118212,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
13932,31,Private,344200,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0
19240,69,,337720,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,24,United-States,0
25668,69,Self-emp-not-inc,37745,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,8,United-States,0
8678,29,Local-gov,90956,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,0
2471,24,Private,311376,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0
28727,30,Private,115040,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0
20155,27,State-gov,21306,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,Germany,0
7026,38,Private,199256,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
28624,26,Local-gov,283217,Some-college,10,Never-married,Protective-serv,Own-child,White,Male,0,0,40,United-States,0
10161,36,Private,306361,HS-grad,9,Never-married,Other-service,Unmarried,Black,Male,0,0,40,United-States,0
11225,57,Private,340591,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,0
1455,56,Private,311249,HS-grad,9,Widowed,Adm-clerical,Unmarried,Black,Female,0,0,38,United-States,0
4512,28,Private,217530,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,35,United-States,0
7541,23,Private,107882,Bachelors,13,Never-married,Tech-support,Own-child,White,Female,0,0,50,United-States,0
24582,30,Private,85708,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,0
21914,19,,169758,Some-college,10,Never-married,,Own-child,White,Male,0,0,40,United-States,0
19148,27,Private,208725,Bachelors,13,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,0
13692,51,Private,161599,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,,0
10580,48,Self-emp-inc,148995,Bachelors,13,Divorced,Sales,Not-in-family,White,Male,0,0,60,United-States,1
28824,41,Private,104334,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,1
20712,40,Private,176069,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,0
8387,34,,55921,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,40,United-States,0
4312,35,Private,278403,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,80,United-States,1
10714,45,Private,81400,1st-4th,2,Married-civ-spouse,Other-service,Wife,White,Female,0,0,25,El-Salvador,0
9240,39,Private,241998,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
31628,53,Federal-gov,155594,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
10080,31,Private,145377,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,0
8664,43,Federal-gov,94937,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
13729,41,Private,66208,Prof-school,15,Divorced,Prof-specialty,Unmarried,White,Female,0,0,45,United-States,0
8688,38,Private,354739,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,36,Philippines,1
8791,40,Federal-gov,39137,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,0
4320,26,Private,214413,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,0
19460,31,Private,253354,10th,6,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0
7296,62,Private,185503,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1
10551,38,Private,33887,HS-grad,9,Never-married,Machine-op-inspct,Other-relative,White,Male,0,0,40,United-States,0
17028,43,Private,112181,Assoc-voc,11,Married-civ-spouse,Tech-support,Wife,White,Female,0,1902,32,United-States,1
11315,35,Private,108540,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,3137,0,40,United-States,0
20632,33,Private,137310,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,40,,0
1201,30,Local-gov,235271,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,1
5475,22,Private,33087,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,0
23125,31,Private,339482,1st-4th,2,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,0
2724,45,Local-gov,224474,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,4934,0,50,United-States,1
24383,35,Private,240458,11th,7,Divorced,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States,0
4709,32,Private,265190,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0
2406,48,Private,36503,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
551,26,Private,113587,10th,6,Divorced,Machine-op-inspct,Own-child,White,Male,0,0,35,United-States,0
5300,41,Private,323790,HS-grad,9,Divorced,Handlers-cleaners,Unmarried,White,Male,0,0,55,United-States,0
782,40,Private,130760,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1
28426,28,Private,182344,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Male,0,0,40,United-States,0
11215,37,Private,125550,HS-grad,9,Never-married,Tech-support,Not-in-family,White,Female,14084,0,35,United-States,1
8091,34,Private,181651,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
8898,42,Self-emp-inc,96509,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,60,Taiwan,0
17511,50,Private,44116,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Female,0,0,40,United-States,0
8038,44,Self-emp-not-inc,35166,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,90,United-States,0
7346,43,Private,265266,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
21888,17,Private,171080,12th,8,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20,United-States,0
15163,25,Private,207875,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,20,United-States,0
16792,31,Private,187901,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,1504,40,United-States,0
19783,55,Private,178644,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,0
10413,62,Private,166425,11th,7,Divorced,Machine-op-inspct,Not-in-family,Black,Female,0,0,40,United-States,0
22830,42,Private,174112,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0
28576,44,Private,163331,Some-college,10,Widowed,Adm-clerical,Unmarried,White,Female,0,0,32,United-States,0
25259,52,Self-emp-inc,234286,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,United-States,1
19574,55,Local-gov,107308,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
29903,30,State-gov,111883,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,0
10882,30,Private,206046,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1848,40,United-States,1
4350,22,Private,100345,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,35,United-States,0
11057,48,Private,82008,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,0
15243,39,Private,187847,HS-grad,9,Divorced,Machine-op-inspct,Own-child,White,Male,0,0,50,United-States,0
23090,46,Federal-gov,268281,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
12304,55,Private,223594,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,7688,0,40,Puerto-Rico,1
2492,26,Private,181666,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,40,United-States,0
12703,38,Private,181661,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,56,United-States,1
3655,42,Private,378384,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,60,United-States,1
29833,28,Private,160981,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,52,United-States,0
4869,33,Private,141229,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,0,0,50,United-States,0
20174,21,Private,207103,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,0
10514,58,Private,142724,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,43,United-States,0
25542,27,Local-gov,332249,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,0
19424,33,Private,168981,Assoc-voc,11,Never-married,Prof-specialty,Unmarried,White,Female,0,0,55,United-States,0
10110,32,,13862,HS-grad,9,Never-married,,Not-in-family,Amer-Indian-Eskimo,Female,0,0,38,United-States,0
7922,25,Private,144483,HS-grad,9,Separated,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,0
31895,38,Private,242080,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,1
18737,22,Private,110684,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,20,United-States,0
25506,18,Private,88642,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,15,United-States,0
9653,25,Private,134113,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,30,United-States,0
16537,42,Private,159911,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,0
12357,30,Private,164190,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
4463,59,Private,70857,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,1
7237,26,Private,192549,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,0
8807,24,State-gov,292816,Assoc-voc,11,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,0
12308,18,Private,87135,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,15,United-States,0
12576,29,,147755,HS-grad,9,Never-married,,Not-in-family,White,Male,0,0,32,,0
18264,50,Private,191299,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,0
27129,24,Private,239663,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,15,United-States,0
10601,44,Private,191196,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States,1
5546,40,Private,271343,Some-college,10,Separated,Tech-support,Own-child,White,Female,0,0,32,United-States,0
30582,34,Private,209213,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,,0
4287,43,Private,161226,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,0
11965,46,Private,133616,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
29909,43,Self-emp-not-inc,101534,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,15,United-States,1
4744,36,Private,192704,12th,8,Never-married,Exec-managerial,Not-in-family,White,Male,4650,0,50,United-States,0
15415,46,Private,428405,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
12016,45,Self-emp-inc,145290,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,1
18856,37,Private,201259,11th,7,Divorced,Transport-moving,Not-in-family,White,Male,0,0,65,United-States,0
22603,20,Local-gov,194630,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,0
12234,27,Private,171655,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,42,United-States,0
15638,39,Private,218916,Prof-school,15,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,0
20251,52,Private,138944,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
9723,52,Private,162576,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,1
3489,32,Private,170276,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,46,United-States,1
27442,41,Local-gov,36924,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,1
31727,50,Private,176157,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1
20636,23,Private,151888,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,4650,0,50,Ireland,0
5590,50,Private,201984,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Male,0,0,40,United-States,0
32344,34,Private,121966,Bachelors,13,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,0,0,45,United-States,0
17439,43,Private,191196,HS-grad,9,Divorced,Other-service,Not-in-family,White,Male,0,0,40,United-States,0
31747,42,Private,170230,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,55,United-States,1
19538,20,Private,298635,Some-college,10,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,0,0,30,Philippines,0
22046,58,Self-emp-inc,174864,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,1
8797,21,Private,214542,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,22,United-States,0
3071,23,Private,305609,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,52,United-States,0
25429,50,Private,268553,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,7298,0,40,United-States,1
15787,33,,32207,HS-grad,9,Divorced,,Not-in-family,White,Male,0,0,75,United-States,0
22171,43,Private,27766,Bachelors,13,Separated,Exec-managerial,Unmarried,White,Male,0,0,60,United-States,1
19291,50,Self-emp-not-inc,341797,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,1
8572,35,Private,151322,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,55,United-States,1
20418,28,Private,122540,10th,6,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,0
31847,19,Private,223669,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,30,United-States,0
9601,41,Private,187881,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,3942,0,40,United-States,0
28373,25,Private,212304,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,White,Male,0,0,40,United-States,0
6263,42,Self-emp-not-inc,206066,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,65,United-States,0
13491,19,State-gov,139091,Some-college,10,Never-married,Other-service,Own-child,Black,Male,0,0,35,United-States,0
6532,46,Private,120080,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,1
172,51,Private,96062,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,1977,40,United-States,1
13978,40,Private,131650,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
11815,30,Private,197886,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,45,United-States,1
3254,28,Private,183445,HS-grad,9,Separated,Priv-house-serv,Own-child,White,Female,0,0,40,Guatemala,0
108,19,Private,289227,Some-college,10,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,16,United-States,0
7875,47,Federal-gov,224559,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,1
22947,37,Private,219141,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,7688,0,40,United-States,1
3839,42,Private,262243,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,1
4034,47,Private,118729,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,1
25045,33,Private,245659,Some-college,10,Separated,Other-service,Unmarried,White,Female,0,0,38,El-Salvador,0
3448,50,Self-emp-not-inc,44368,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,15024,0,55,El-Salvador,1
14519,26,Private,389856,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,Mexico,0
18980,53,Private,149650,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,2559,48,United-States,1
4625,47,Private,345493,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,99999,0,55,Taiwan,1
14672,32,Self-emp-not-inc,455995,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,1
13340,47,Self-emp-not-inc,255934,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,80,United-States,0
26931,28,Private,99478,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States,0
11222,51,Self-emp-not-inc,115851,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
6845,43,Private,281315,Some-college,10,Divorced,Sales,Not-in-family,White,Male,0,0,42,United-States,0
310,56,Local-gov,38573,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45,United-States,1
27279,26,Private,298225,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,United-States,0
8014,40,Private,173858,7th-8th,4,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,42,Cambodia,0
31056,31,Private,44464,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,1564,60,United-States,1
9082,61,Private,97030,10th,6,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,36,United-States,0
5159,59,Private,92141,HS-grad,9,Widowed,Machine-op-inspct,Not-in-family,Black,Female,0,0,40,United-States,0
1664,57,Private,77927,5th-6th,3,Divorced,Other-service,Not-in-family,Asian-Pac-Islander,Female,0,0,37,United-States,0
9397,46,Private,315423,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,2042,50,United-States,0
12776,42,Private,212894,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,70,United-States,1
1615,60,Private,53707,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
8695,31,Private,176430,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
26228,21,Private,118401,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,30,United-States,0
16206,37,State-gov,178876,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,0
14342,23,Private,347867,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,30,United-States,0
26343,41,Private,222596,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,15024,0,45,United-States,1
3397,47,Federal-gov,55377,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Black,Male,0,0,40,United-States,0
6410,18,Private,79443,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,8,United-States,0
1808,32,Self-emp-not-inc,400061,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,15024,0,40,Philippines,1
11630,28,Private,175537,Some-college,10,Separated,Adm-clerical,Unmarried,Black,Female,0,0,37,United-States,0
26601,46,State-gov,162852,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
1225,29,Private,257992,Assoc-voc,11,Never-married,Sales,Own-child,Black,Male,0,0,23,United-States,0
3694,37,Local-gov,31023,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,0
4600,36,Private,170376,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1887,40,United-States,1
